"Id","StartDate","EnterpriseNumber"
"9.001.524.873",22-12-2004,"0866.894.938"
"9.001.524.972",24-08-2004,"0866.908.596"
"9.001.525.071",15-08-2004,"0866.970.459"
"9.001.525.170",01-09-2004,"0867.036.775"
"9.001.525.269",01-07-2004,"0867.051.227"
"9.001.525.368",03-09-2004,"0867.053.504"
"9.001.525.863",30-07-2004,"0867.101.311"
"9.001.526.061",30-06-2004,"0867.101.608"
"9.001.526.358",13-09-2004,"0867.216.424"
"9.001.526.655",15-07-2004,"0867.256.412"
"9.001.526.754",27-05-2004,"0867.372.911"
"9.001.527.249",25-09-2004,"0867.420.025"
"9.001.527.348",01-01-2005,"0867.483.866"
"9.001.527.447",30-09-2004,"0867.502.870"
"9.001.527.645",01-10-2004,"0867.544.442"
"9.001.528.041",17-07-2001,"0867.721.121"
"9.001.528.239",14-10-2004,"0867.838.610"
"9.001.528.437",15-10-2004,"0867.859.097"
"9.001.528.536",15-10-2004,"0867.862.661"
"9.001.528.734",18-10-2004,"0869.462.468"
"9.001.529.229",19-05-2004,"0869.566.792"
"9.001.529.427",23-04-2004,"0869.688.934"
"9.001.529.625",22-09-2004,"0869.723.081"
"9.001.529.922",12-11-2004,"0869.769.801"
"9.001.530.120",02-11-2004,"0869.838.887"
"9.001.530.318",10-03-2005,"0869.919.160"
"9.001.530.615",23-09-2004,"0870.011.806"
"9.001.530.714",15-10-2004,"0870.014.279"
"9.001.530.813",19-08-2004,"0870.027.840"
"9.001.531.011",18-11-2004,"0870.057.534"
"9.001.531.209",15-03-2005,"0870.095.641"
"9.001.531.506",01-07-2004,"0870.209.071"
"9.001.532.001",18-11-2004,"0870.288.849"
"9.001.532.395",02-12-2004,"0870.343.683"
"9.001.532.494",02-12-2004,"0870.345.168"
"9.001.533.187",23-01-2006,"0870.558.370"
"9.001.533.682",27-12-2004,"0870.650.125"
"9.001.533.781",20-03-2006,"0870.650.521"
"9.001.533.880",21-12-2004,"0870.691.992"
"9.001.534.177",07-12-2004,"0870.786.519"
"9.001.534.276",24-12-2004,"0870.788.103"
"9.001.534.672",25-12-2004,"0870.922.814"
"9.001.534.771",07-03-2005,"0870.923.210"
"9.001.535.266",31-05-2007,"0871.070.886"
"9.001.535.365",07-03-2005,"0871.097.909"
"9.001.535.464",11-01-2005,"0871.100.283"
"9.001.535.860",14-12-2004,"0871.248.060"
"9.001.536.058",21-10-2002,"0871.319.425"
"9.001.536.157",20-01-2005,"0871.348.822"
"9.001.536.256",08-05-2006,"0871.361.985"
"9.001.536.454",29-10-2004,"0871.411.574"
"9.001.537.048",16-09-2013,"0871.612.702"
"9.001.537.147",24-02-2005,"0871.618.640"
"9.001.537.642",16-12-2004,"0871.738.109"
"9.001.537.741",15-11-2004,"0871.738.802"
"9.001.537.840",07-02-2005,"0871.743.750"
"9.001.538.137",21-03-2005,"0871.792.349"
"9.001.538.335",20-12-2004,"0871.795.517"
"9.001.538.533",31-12-2004,"0871.830.951"
"9.001.538.929",23-07-2006,"0871.885.686"
"9.001.539.622",31-12-2004,"0872.125.317"
"9.001.540.117",03-02-2005,"0872.235.480"
"9.001.540.315",15-01-2005,"0872.268.243"
"9.001.540.612",20-12-2004,"0872.332.777"
"9.001.540.711",26-01-2005,"0872.333.272"
"9.001.541.008",12-02-2005,"0872.374.052"
"9.001.541.206",12-02-2005,"0872.375.438"
"9.001.541.305",14-12-2004,"0872.385.039"
"9.001.541.503",07-10-1998,"0872.412.852"
"9.001.541.602",27-01-2005,"0872.416.119"
"9.001.541.996",11-03-2005,"0872.449.969"
"9.001.542.392",31-03-2005,"0872.620.710"
"9.001.542.491",01-03-2005,"0872.646.741"
"9.001.542.590",14-08-2004,"0872.660.104"
"9.001.542.689",11-11-2005,"0872.715.334"
"9.001.542.788",16-01-2013,"0872.717.512"
"9.001.542.986",16-09-1997,"0872.781.947"
"9.001.543.085",18-05-2006,"0872.837.672"
"9.001.543.679",18-02-2005,"0873.134.117"
"9.001.543.877",13-04-2005,"0873.166.185"
"9.001.544.174",30-07-2009,"0873.250.814"
"9.001.544.273",13-12-2004,"0873.260.613"
"9.001.544.372",19-04-2005,"0873.288.723"
"9.001.544.471",22-05-2012,"0873.296.641"
"9.001.544.570",31-12-2005,"0873.304.757"
"9.001.544.669",20-04-2005,"0873.320.890"
"9.001.544.768",23-12-2004,"0873.323.563"
"9.001.544.867",10-12-2004,"0873.333.758"
"9.001.544.966",05-12-2019,"0873.349.002"
"9.001.545.164",06-12-2005,"0873.367.412"
"9.001.545.263",18-03-2005,"0873.374.142"
"9.001.545.362",23-02-2005,"0873.379.486"
"9.001.545.461",22-04-2005,"0873.390.473"
"9.001.546.154",17-01-2005,"0873.616.345"
"9.001.546.253",03-05-2005,"0873.634.557"
"9.001.546.352",01-10-2004,"0873.655.838"
"9.001.546.550",29-04-2005,"0873.691.866"
"9.001.546.649",09-05-2005,"0873.696.321"
"9.001.546.748",15-04-2005,"0873.716.216"
"9.001.546.847",01-05-2005,"0873.724.233"
"9.001.546.946",01-04-2005,"0873.737.495"
"9.001.547.144",01-05-2005,"0873.784.809"
"9.001.547.243",03-03-2005,"0873.799.061"
"9.001.547.540",19-04-2005,"0873.802.526"
"9.001.547.639",31-12-1999,"0873.824.401"
"9.001.547.936",17-05-2005,"0873.837.960"
"9.001.548.431",18-11-2004,"0873.918.728"
"9.001.549.025",27-05-2005,"0874.093.724"
"9.001.549.124",30-05-2005,"0874.121.042"
"9.001.549.322",09-05-2005,"0874.156.872"
"9.001.549.520",13-03-2005,"0874.193.593"
"9.001.549.916",01-05-2005,"0874.267.631"
"9.001.550.807",31-05-2005,"0874.353.446"
"9.001.550.906",06-08-2004,"0874.380.368"
"9.001.551.005",17-09-2004,"0874.386.605"
"9.001.551.302",13-06-2005,"0874.435.501"
"9.001.551.401",03-05-2005,"0874.436.192"
"9.001.551.696",22-04-2005,"0874.437.875"
"9.001.551.894",01-06-2005,"0874.452.723"
"9.001.551.993",06-06-2005,"0874.455.097"
"9.001.552.191",16-06-2005,"0874.498.253"
"9.001.552.290",25-05-2005,"0874.500.035"
"9.001.552.785",21-06-2005,"0874.577.932"
"9.001.552.983",01-07-2005,"0874.616.930"
"9.001.553.676",12-08-2003,"0874.661.074"
"9.001.553.775",12-05-2005,"0874.663.153"
"9.001.554.270",20-05-2005,"0874.676.714"
"9.001.554.369",04-05-2005,"0874.679.484"
"9.001.554.468",05-05-2005,"0874.679.781"
"9.001.554.765",01-10-2004,"0874.732.142"
"9.001.554.864",01-01-2005,"0874.746.097"
"9.001.555.557",04-07-2005,"0874.840.327"
"9.001.555.755",05-07-2005,"0874.859.232"
"9.001.555.953",20-06-2005,"0874.893.973"
"9.001.556.052",01-01-2010,"0874.899.814"
"9.001.556.250",09-05-2005,"0874.918.125"
"9.001.556.448",09-05-2005,"0874.948.512"
"9.001.556.547",08-07-2005,"0874.956.232"
"9.001.557.042",23-03-2007,"0875.017.105"
"9.001.557.141",01-01-2005,"0875.026.211"
"9.001.557.240",12-07-2005,"0875.027.397"
"9.001.557.537",13-07-2005,"0875.059.566"
"9.001.557.834",18-10-2004,"0875.099.653"
"9.001.558.032",22-05-2005,"0875.132.020"
"9.001.558.725",25-01-2005,"0875.180.619"
"9.001.558.824",25-06-2005,"0875.188.834"
"9.001.558.923",18-04-2003,"0875.190.319"
"9.001.559.220",01-06-2005,"0875.209.422"
"9.001.559.319",06-06-2005,"0875.209.620"
"9.001.559.616",10-01-1991,"0875.239.314"
"9.001.559.814",02-06-2005,"0875.265.345"
"9.001.560.804",01-04-2005,"0875.392.138"
"9.001.561.101",15-09-2004,"0875.435.292"
"9.001.561.495",01-08-2005,"0875.511.409"
"9.001.561.594",15-06-2005,"0875.516.654"
"9.001.561.990",16-06-2005,"0875.586.138"
"9.001.562.188",08-06-2005,"0875.590.888"
"9.001.562.584",14-10-2011,"0875.624.542"
"9.001.562.683",29-07-2005,"0875.645.922"
"9.001.562.782",23-08-2005,"0875.666.510"
"9.001.562.881",16-07-2005,"0875.672.052"
"9.001.563.376",06-07-2005,"0875.770.042"
"9.001.563.673",16-06-2005,"0875.780.831"
"9.001.563.871",01-06-2005,"0875.818.344"
"9.001.564.069",26-08-2005,"0875.868.824"
"9.001.564.267",29-04-2005,"0875.949.392"
"9.001.564.366",01-08-2007,"0875.950.283"
"9.001.564.465",04-08-2004,"0875.957.510"
"9.001.564.663",13-03-2005,"0875.973.346"
"9.001.565.158",14-09-2005,"0876.056.191"
"9.001.565.356",28-09-2005,"0876.120.133"
"9.001.565.455",21-07-2005,"0876.168.039"
"9.001.565.851",22-09-2005,"0876.204.265"
"9.001.566.049",22-09-2005,"0876.206.047"
"9.001.566.148",01-07-2005,"0876.257.418"
"9.001.567.237",19-07-2005,"0876.444.785"
"9.001.567.336",31-12-2006,"0876.479.231"
"9.001.567.633",31-12-2004,"0876.684.020"
"9.001.567.732",19-09-2005,"0876.700.945"
"9.001.567.831",17-10-2005,"0876.735.686"
"9.001.567.930",22-04-2005,"0876.793.391"
"9.001.568.425",21-10-2005,"0876.825.560"
"9.001.568.524",11-07-2005,"0876.852.779"
"9.001.568.722",20-05-2005,"0876.907.120"
"9.001.568.821",26-10-2005,"0876.940.376"
"9.001.568.920",26-10-2005,"0876.949.581"
"9.001.569.019",27-10-2005,"0876.956.214"
"9.001.569.217",05-04-2019,"0877.011.840"
"9.001.569.316",29-10-2004,"0877.027.280"
"9.001.569.514",25-10-2005,"0877.059.053"
"9.001.569.712",25-10-2005,"0877.164.466"
"9.001.569.910",09-11-2005,"0877.186.440"
"9.001.570.306",20-09-2005,"0877.219.597"
"9.001.570.405",14-11-2005,"0877.239.591"
"9.001.570.504",27-09-2005,"0877.245.729"
"9.001.570.603",13-09-2005,"0877.246.818"
"9.001.570.702",07-10-2005,"0877.247.214"
"9.001.570.997",26-09-2006,"0877.354.805"
"9.001.571.096",18-11-2005,"0877.355.793"
"9.001.571.195",01-07-2005,"0877.361.436"
"9.001.571.294",27-10-2005,"0877.439.333"
"9.001.571.492",29-01-2008,"0877.478.727"
"9.001.571.690",16-12-2005,"0877.567.908"
"9.001.571.789",29-11-2005,"0877.581.665"
"9.001.571.888",30-11-2005,"0877.596.513"
"9.001.572.284",05-12-2006,"0877.676.388"
"9.001.572.383",01-04-2005,"0877.699.352"
"9.001.572.482",01-12-2005,"0877.734.984"
"9.001.572.878",20-12-2005,"0877.776.952"
"9.001.572.977",22-12-2005,"0877.788.137"
"9.001.573.076",20-05-2005,"0877.820.504"
"9.001.573.274",25-11-2005,"0877.889.392"
"9.001.573.472",15-12-2005,"0877.946.901"
"9.001.573.670",19-12-2005,"0877.996.092"
"9.001.573.868",09-12-2005,"0878.004.705"
"9.001.574.165",31-03-2005,"0878.066.863"
"9.001.574.264",02-07-2004,"0878.067.358"
"9.001.574.363",21-12-2005,"0878.079.929"
"9.001.574.462",31-12-2005,"0878.101.012"
"9.001.574.561",22-12-2005,"0878.103.386"
"9.001.574.759",26-05-2005,"0878.119.917"
"9.001.574.858",08-12-2014,"0878.134.862"
"9.001.574.957",25-04-2005,"0878.152.777"
"9.001.575.650",22-12-2005,"0878.264.031"
"9.001.575.749",22-12-2005,"0878.264.625"
"9.001.576.046",23-11-2005,"0878.293.824"
"9.001.576.145",25-11-2005,"0878.348.361"
"9.001.576.343",05-01-2006,"0878.377.956"
"9.001.576.640",02-01-2006,"0878.434.968"
"9.001.576.739",01-01-2006,"0878.497.326"
"9.001.577.234",13-01-2006,"0878.620.060"
"9.001.577.630",31-12-2004,"0878.735.965"
"9.001.578.125",22-11-2005,"0878.844.645"
"9.001.578.224",23-01-2006,"0878.847.912"
"9.001.578.620",15-10-2006,"0878.898.192"
"9.001.578.719",15-12-2005,"0878.898.291"
"9.001.578.917",27-11-2005,"0878.972.923"
"9.001.579.016",14-04-2008,"0879.019.641"
"9.001.579.313",31-01-2006,"0879.045.177"
"9.001.579.511",01-04-2007,"0879.100.607"
"9.001.579.610",02-01-2006,"0879.110.208"
"9.001.580.105",16-12-2005,"0879.179.492"
"9.001.580.501",13-12-2005,"0879.199.882"
"9.001.580.697",17-02-2006,"0879.202.456"
"9.001.580.994",08-02-2006,"0879.218.292"
"9.001.581.291",09-02-2006,"0879.257.191"
"9.001.581.390",01-04-2013,"0879.282.234"
"9.001.581.588",09-06-2006,"0879.289.558"
"9.001.581.885",03-11-2005,"0879.349.144"
"9.001.582.083",15-02-2006,"0879.393.387"
"9.001.582.182",16-02-2006,"0879.414.668"
"9.001.582.281",18-10-2005,"0879.424.764"
"9.001.582.479",15-02-2006,"0879.440.996"
"9.001.582.578",17-02-2006,"0879.451.191"
"9.001.582.677",02-02-2006,"0879.465.049"
"9.001.582.776",01-01-2006,"0879.467.623"
"9.001.582.875",01-01-2006,"0879.468.712"
"9.001.582.974",10-02-2006,"0879.482.370"
"9.001.583.271",11-01-2006,"0879.565.019"
"9.001.583.370",23-12-2005,"0879.568.977"
"9.001.583.568",10-04-2006,"0879.573.729"
"9.001.583.865",24-02-2006,"0879.602.433"
"9.001.584.162",14-12-2005,"0879.674.192"
"9.001.584.459",02-07-2014,"0879.704.183"
"9.001.584.558",28-02-2006,"0879.713.685"
"9.001.584.657",01-09-2005,"0879.737.837"
"9.001.584.954",31-01-2006,"0879.774.558"
"9.001.585.152",04-01-2006,"0879.802.371"
"9.001.585.251",20-01-2006,"0879.828.206"
"9.001.585.845",25-01-2006,"0879.992.809"
"9.001.585.944",03-03-2006,"0879.998.054"
"9.001.586.043",28-02-2006,"0880.003.695"
"9.001.586.142",01-01-2006,"0880.049.623"
"9.001.586.241",01-02-2006,"0880.053.680"
"9.001.586.538",19-07-2005,"0880.066.152"
"9.001.586.736",25-01-2006,"0880.108.120"
"9.001.586.835",16-02-2007,"0880.146.128"
"9.001.586.934",03-08-2009,"0880.150.581"
"9.001.587.033",09-02-2006,"0880.167.310"
"9.001.587.429",12-01-2006,"0880.233.131"
"9.001.588.221",23-03-2006,"0880.424.062"
"9.001.588.320",03-02-2006,"0880.435.148"
"9.001.588.518",01-01-2006,"0880.475.334"
"9.001.588.617",02-03-2010,"0880.481.470"
"9.001.588.716",09-02-2009,"0880.492.358"
"9.001.588.815",15-02-2006,"0880.513.243"
"9.001.588.914",31-01-2006,"0880.513.936"
"9.001.589.409",01-06-2006,"0880.597.969"
"9.001.589.706",11-04-2006,"0880.637.759"
"9.001.589.904",08-12-2005,"0880.650.231"
"9.001.590.102",04-03-2006,"0880.680.222"
"9.001.590.201",20-03-2006,"0880.680.717"
"9.001.590.496",01-04-2006,"0880.732.581"
"9.001.590.595",01-01-2006,"0880.738.719"
"9.001.590.991",20-04-2006,"0880.808.993"
"9.001.591.090",01-03-2016,"0880.820.574"
"9.001.591.288",10-04-2006,"0880.884.021"
"9.001.591.486",30-12-2005,"0880.908.864"
"9.001.591.585",25-04-2006,"0880.923.019"
"9.001.591.783",27-04-2006,"0880.969.044"
"9.001.591.981",30-03-2006,"0880.986.662"
"9.001.592.476",04-05-2006,"0881.113.356"
"9.001.592.575",28-02-2006,"0881.123.452"
"9.001.592.872",08-10-2002,"0881.175.417"
"9.001.593.268",20-03-2006,"0881.221.640"
"9.001.593.565",10-10-2005,"0881.259.153"
"9.001.593.664",23-03-2006,"0881.263.410"
"9.001.593.763",01-08-2020,"0881.279.543"
"9.001.593.862",27-09-2013,"0881.281.523"
"9.001.593.961",01-08-2021,"0881.284.194"
"9.001.594.060",12-05-2006,"0881.285.778"
"9.001.594.159",04-01-2016,"0881.285.877"
"9.001.594.357",15-05-2006,"0881.305.772"
"9.001.594.654",27-03-2006,"0881.359.321"
"9.001.594.951",23-12-2002,"0881.398.715"
"9.001.595.446",15-05-2006,"0881.431.179"
"9.001.595.842",13-12-2005,"0881.486.807"
"9.001.595.941",21-02-2006,"0881.499.574"
"9.001.596.139",10-05-2006,"0881.550.450"
"9.001.596.238",26-04-2006,"0881.563.021"
"9.001.596.436",11-04-2006,"0881.629.238"
"9.001.596.535",31-05-2006,"0881.657.645"
"9.001.596.832",01-03-2017,"0881.714.855"
"9.001.596.931",09-05-2006,"0881.717.825"
"9.001.597.030",16-05-2006,"0881.727.822"
"9.001.597.327",06-09-2011,"0881.742.767"
"9.001.597.426",24-03-2006,"0881.744.054"
"9.001.597.822",13-06-2006,"0881.812.251"
"9.001.598.119",28-02-2007,"0881.840.658"
"9.001.598.218",30-04-2019,"0881.841.648"
"9.001.598.614",22-05-2006,"0881.887.871"
"9.001.598.812",21-06-2006,"0881.990.316"
"9.001.598.911",20-06-2006,"0881.992.294"
"9.001.599.109",22-06-2006,"0882.019.218"
"9.001.599.208",23-06-2006,"0882.038.816"
"9.001.599.307",18-05-2006,"0882.062.174"
"9.001.599.505",01-10-2006,"0882.089.393"
"9.001.599.703",16-02-2006,"0882.107.805"
"9.001.599.802",28-06-2006,"0882.143.536"
"9.001.600.394",01-07-2006,"0882.195.303"
"9.001.600.691",08-03-2006,"0882.245.682"
"9.001.600.790",03-07-2006,"0882.247.959"
"9.001.601.087",21-03-2006,"0882.323.777"
"9.001.601.681",21-06-2006,"0882.440.870"
"9.001.601.879",24-05-2006,"0882.459.478"
"9.001.601.978",12-07-2006,"0882.475.019"
"9.001.602.176",12-07-2006,"0882.483.036"
"9.001.602.671",26-07-2006,"0882.551.629"
"9.001.602.770",01-06-2006,"0882.554.401"
"9.001.603.166",05-05-2006,"0882.571.227"
"9.001.603.364",18-07-2006,"0882.606.463"
"9.001.603.463",18-07-2006,"0882.637.444"
"9.001.603.562",29-01-2007,"0882.641.008"
"9.001.603.661",21-04-2006,"0882.646.550"
"9.001.603.760",24-07-2006,"0882.681.687"
"9.001.603.859",23-06-2006,"0882.688.122"
"9.001.603.958",15-06-2006,"0882.703.661"
"9.001.604.552",29-06-2005,"0882.770.175"
"9.001.605.245",03-08-2006,"0882.837.679"
"9.001.605.344",12-06-2006,"0882.843.223"
"9.001.605.443",24-07-2006,"0882.846.884"
"9.001.606.136",30-06-2006,"0882.897.067"
"9.001.606.532",28-03-2006,"0882.967.244"
"9.001.606.730",03-07-2006,"0883.028.711"
"9.001.607.126",18-08-2006,"0883.049.990"
"9.001.607.225",18-08-2006,"0883.051.574"
"9.001.608.017",27-03-2006,"0883.175.991"
"9.001.608.116",17-07-2006,"0883.201.529"
"9.001.608.512",28-07-2006,"0883.273.783"
"9.001.608.908",07-09-2006,"0883.385.730"
"9.001.609.007",11-09-2006,"0883.423.045"
"9.001.609.205",17-07-2006,"0883.440.267"
"9.001.609.601",22-09-2006,"0883.505.989"
"9.001.609.995",01-09-2006,"0883.532.022"
"9.001.610.391",01-08-2006,"0883.555.281"
"9.001.610.490",01-09-2006,"0883.581.710"
"9.001.610.589",19-09-2006,"0883.583.787"
"9.001.610.688",19-09-2006,"0883.598.140"
"9.001.610.787",19-09-2006,"0883.600.318"
"9.001.610.886",12-06-2006,"0883.633.376"
"9.001.611.480",20-03-2007,"0883.852.320"
"9.001.611.975",31-07-2006,"0883.905.570"
"9.001.612.173",30-06-2006,"0883.924.970"
"9.001.612.272",17-08-2006,"0883.926.851"
"9.001.612.371",01-07-2019,"0883.937.244"
"9.001.612.470",18-05-2006,"0883.942.786"
"9.001.612.965",12-05-2006,"0884.057.010"
"9.001.613.064",29-08-2006,"0884.058.196"
"9.001.613.262",01-09-2006,"0884.133.917"
"9.001.613.361",18-09-2006,"0884.150.149"
"9.001.613.856",01-01-2010,"0884.270.212"
"9.001.613.955",10-10-2006,"0884.276.150"
"9.001.614.054",16-05-2006,"0884.281.890"
"9.001.614.153",17-10-2006,"0884.312.178"
"9.001.614.252",01-04-2006,"0884.331.776"
"9.001.614.450",18-10-2006,"0884.384.929"
"9.001.614.945",01-09-2006,"0884.510.732"
"9.001.615.242",25-10-2006,"0884.525.578"
"9.001.615.341",25-10-2006,"0884.527.657"
"9.001.615.440",28-08-2006,"0884.548.740"
"9.001.615.539",01-07-2006,"0884.581.206"
"9.001.615.638",12-06-2006,"0884.604.861"
"9.001.615.737",20-09-2006,"0884.612.878"
"9.001.615.935",29-08-2006,"0884.613.769"
"9.001.616.133",18-09-2006,"0884.656.232"
"9.001.616.232",10-10-2000,"0884.746.205"
"9.001.616.529",20-09-2006,"0884.805.690"
"9.001.616.826",25-09-2019,"0884.813.214"
"9.001.616.925",01-01-2016,"0884.832.515"
"9.001.617.321",14-09-2006,"0884.976.827"
"9.001.617.420",14-11-2006,"0884.983.161"
"9.001.617.519",14-11-2006,"0884.984.052"
"9.001.617.618",01-01-2006,"0884.984.250"
"9.001.617.717",06-10-2006,"0885.002.066"
"9.001.617.816",01-06-2005,"0885.024.733"
"9.001.618.311",20-11-2006,"0885.095.997"
"9.001.618.410",22-11-2006,"0885.106.588"
"9.001.618.509",16-07-2010,"0885.132.522"
"9.001.618.608",06-10-2006,"0885.163.897"
"9.001.618.806",06-10-2006,"0885.210.320"
"9.001.619.004",24-07-2006,"0885.216.654"
"9.001.619.103",06-10-2006,"0885.227.047"
"9.001.619.301",24-07-2006,"0885.288.514"
"9.001.619.497",19-05-2006,"0885.289.108"
"9.001.619.596",05-05-2006,"0885.333.054"
"9.001.619.695",11-07-2006,"0885.397.588"
"9.001.619.794",10-05-2006,"0885.418.275"
"9.001.620.091",21-09-2006,"0885.454.897"
"9.001.620.190",07-12-2006,"0885.491.422"
"9.001.620.388",31-07-2006,"0885.501.914"
"9.001.620.685",01-01-2007,"0885.575.851"
"9.001.620.883",18-05-2011,"0885.613.958"
"9.001.620.982",13-12-2006,"0885.626.925"
"9.001.621.081",27-09-2006,"0885.629.202"
"9.001.621.279",01-06-2004,"0885.648.404"
"9.001.621.477",15-12-2006,"0885.689.281"
"9.001.621.576",07-12-2006,"0885.722.143"
"9.001.621.873",04-12-2006,"0885.739.662"
"9.001.621.972",11-01-2007,"0885.795.090"
"9.001.623.655",08-01-2007,"0886.198.631"
"9.001.624.645",07-11-2006,"0886.248.616"
"9.001.624.843",11-01-2007,"0886.307.707"
"9.001.624.942",29-12-2006,"0886.324.632"
"9.001.625.437",22-09-2010,"0886.415.593"
"9.001.625.833",07-11-2006,"0886.446.376"
"9.001.625.932",01-01-2008,"0886.494.183"
"9.001.626.031",18-01-2007,"0886.537.735"
"9.001.626.229",12-12-2006,"0886.580.295"
"9.001.626.625",19-12-2006,"0886.644.732"
"9.001.626.724",20-11-2006,"0886.647.009"
"9.001.627.120",24-01-2007,"0886.695.311"
"9.001.627.318",20-11-2006,"0886.702.041"
"9.001.627.417",01-12-2006,"0886.715.503"
"9.001.627.615",13-12-2006,"0886.718.471"
"9.001.627.714",20-11-2006,"0886.725.104"
"9.001.627.912",25-01-2007,"0886.734.606"
"9.001.628.011",06-03-2006,"0886.756.380"
"9.001.628.308",03-02-2006,"0886.826.161"
"9.001.628.605",27-10-2006,"0886.840.910"
"9.001.629.001",01-02-2007,"0886.917.025"
"9.001.629.197",02-02-2007,"0886.934.148"
"9.001.629.395",20-11-2006,"0886.943.749"
"9.001.629.989",15-01-2007,"0887.075.886"
"9.001.630.187",09-02-2007,"0887.129.138"
"9.001.630.385",01-12-2006,"0887.142.006"
"9.001.630.583",13-12-2006,"0887.171.797"
"9.001.630.781",03-01-2007,"0887.172.391"
"9.001.630.880",13-12-2006,"0887.180.311"
"9.001.630.979",06-01-2021,"0887.210.104"
"9.001.631.078",13-02-2007,"0887.212.874"
"9.001.631.177",15-02-2007,"0887.215.052"
"9.001.631.276",15-01-2007,"0887.251.179"
"9.001.631.474",15-02-2007,"0887.272.559"
"9.001.631.573",06-12-2006,"0887.277.311"
"9.001.631.672",15-03-2007,"0887.278.992"
"9.001.631.870",31-05-1993,"0887.280.972"
"9.001.632.068",01-02-2007,"0887.317.002"
"9.001.632.167",23-01-2007,"0887.317.101"
"9.001.633.058",01-01-2007,"0887.585.830"
"9.001.633.256",07-02-2007,"0887.618.987"
"9.001.633.355",13-02-2007,"0887.621.165"
"9.001.633.553",02-03-2007,"0887.646.406"
"9.001.633.850",02-01-2007,"0887.655.017"
"9.001.633.949",22-01-2007,"0887.655.215"
"9.001.634.246",03-01-2007,"0887.659.371"
"9.001.634.345",05-12-2006,"0887.661.054"
"9.001.634.444",22-01-2007,"0887.672.734"
"9.001.634.741",07-03-2007,"0887.740.832"
"9.001.634.939",08-03-2007,"0887.808.336"
"9.001.635.137",09-03-2007,"0887.825.261"
"9.001.635.335",05-10-1999,"0887.860.695"
"9.001.635.434",05-02-2007,"0887.889.302"
"9.001.635.533",13-03-2007,"0887.899.990"
"9.001.636.028",15-03-2007,"0887.982.441"
"9.001.636.622",24-01-2007,"0888.004.811"
"9.001.636.820",13-03-2007,"0888.031.733"
"9.001.637.018",16-03-2007,"0888.037.869"
"9.001.637.216",19-03-2007,"0888.059.150"
"9.001.637.315",18-10-2006,"0888.087.260"
"9.001.637.414",16-03-2007,"0888.088.745"
"9.001.637.612",06-02-2007,"0888.135.067"
"9.001.637.711",22-01-2007,"0888.140.215"
"9.001.637.810",22-03-2007,"0888.141.502"
"9.001.638.305",26-03-2007,"0888.287.693"
"9.001.638.996",20-02-2007,"0888.407.162"
"9.001.639.095",31-01-2007,"0888.413.694"
"9.001.639.491",02-04-2007,"0888.448.140"
"9.001.639.788",05-03-2007,"0888.492.977"
"9.001.639.986",01-03-2007,"0888.494.759"
"9.001.640.085",20-02-2007,"0888.554.741"
"9.001.640.184",12-12-2006,"0888.569.884"
"9.001.640.283",22-01-2007,"0888.597.796"
"9.001.640.481",05-04-2007,"0888.617.592"
"9.001.640.778",01-04-2007,"0888.646.197"
"9.001.641.075",05-03-2007,"0888.672.230"
"9.001.641.372",26-01-2007,"0888.686.878"
"9.001.641.570",20-02-2007,"0888.709.545"
"9.001.641.768",13-04-2007,"0888.733.596"
"9.001.641.966",17-04-2007,"0888.792.093"
"9.001.642.065",15-02-2007,"0888.792.390"
"9.001.642.164",01-01-2007,"0888.830.695"
"9.001.642.263",02-04-2007,"0888.846.632"
"9.001.642.362",26-03-2007,"0888.847.127"
"9.001.642.461",22-12-2008,"0888.899.981"
"9.001.642.659",20-04-2007,"0888.907.307"
"9.001.642.857",03-04-2007,"0888.945.909"
"9.001.643.550",11-10-2006,"0889.021.430"
"9.001.643.847",26-04-2007,"0889.055.775"
"9.001.643.946",10-03-2007,"0889.070.821"
"9.001.644.045",30-03-2007,"0889.072.702"
"9.001.644.243",12-02-2007,"0889.094.575"
"9.001.644.342",05-04-2007,"0889.097.149"
"9.001.644.639",04-04-2007,"0889.115.757"
"9.001.645.233",01-05-2007,"0889.257.693"
"9.001.645.728",11-04-2007,"0889.290.456"
"9.001.646.223",23-03-2007,"0889.343.906"
"9.001.646.520",09-03-2007,"0889.351.230"
"9.001.646.817",22-03-2007,"0889.389.238"
"9.001.647.312",12-04-2007,"0889.488.218"
"9.001.647.411",01-01-2007,"0889.494.552"
"9.001.647.609",06-12-2006,"0889.500.292"
"9.001.647.708",02-04-2007,"0889.519.989"
"9.001.647.807",07-05-2007,"0889.532.263"
"9.001.647.906",19-02-2007,"0889.552.455"
"9.001.648.104",22-03-2007,"0889.577.201"
"9.001.648.696",01-06-2007,"0889.665.588"
"9.001.648.993",04-05-2006,"0889.707.358"
"9.001.649.191",17-04-2007,"0889.721.810"
"9.001.649.290",31-10-2008,"0889.727.451"
"9.001.649.389",01-02-2007,"0889.754.967"
"9.001.649.488",02-09-2005,"0889.757.343"
"9.001.649.587",31-05-2007,"0889.760.313"
"9.001.649.785",01-06-2007,"0889.774.961"
"9.001.649.884",31-01-2007,"0889.779.812"
"9.001.649.983",23-03-2007,"0889.781.988"
"9.001.650.280",04-06-2007,"0889.817.622"
"9.001.650.676",05-06-2007,"0889.845.930"
"9.001.651.072",11-04-2007,"0889.867.409"
"9.001.651.567",22-10-2003,"0889.922.837"
